S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
0402	1		AMMONIUMPERCHLORAT		1	1.1D		1				152											0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						AMMONIUM PERCHLORATE			PERCHLORATE D'AMMONIUM			50	0	D	1	402	1	a)	a)	0	-
0403	1		LEUCHTKÖRPER, LUFTFAHRZEUG		1	1.4G		1.4															0	E0	P135														MP23																					2	E	V2								CV1	CV2	CV3			S1						FLARES, AERIAL			DISPOSITIFS ÉCLAIRANTS AÉRIENS			3	0	G	1	403	0				
0404	1		LEUCHTKÖRPER, LUFTFAHRZEUG		1	1.4S		1.4															0	E0	P135														MP23																					4	E									CV1	CV2	CV3			S1						FLARES, AERIAL			DISPOSITIFS ÉCLAIRANTS AÉRIENS			0	0	S	1	404	0				
0405	1		PATRONEN, SIGNAL		1	1.4S		1.4															0	E0	P135														MP23	MP24																				4	E									CV1	CV2	CV3			S1						CARTRIDGES, SIGNAL			CARTOUCHES DE SIGNALISATION			0	0	S	1	405	0				
0406	1		DINITROSOBENZEN		1	1.3C		1															0	E0	P114b														MP20																					1	C5000D	V2	V3							CV1	CV2	CV3			S1						DINITROSOBENZENE			DINITROSOBENZÈNE			50	0	C	1	406	1	a)	a)	0	
0407	1		TETRAZOL-1-ESSIGSÄURE		1	1.4C		1.4															0	E0	P114b														MP20																					2	E	V2								CV1	CV2	CV3			S1						TETRAZOL-1-ACETIC ACID			ACIDE TÉTRAZOL-1 ACÉTIQUE			3	0	C	1	407	0				
0408	1		ZÜNDER, SPRENGKRÄFTIG	mit Sicherungsvorrichtungen	1	1.1D		1															0	E0	P141														MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						FUZES, DETONATING	with protective features		FUSÉES-DÉTONATEURS	avec dispositifs de sécurité		50	0	D	1	408	1	a)	a)	0	
0409	1		ZÜNDER, SPRENGKRÄFTIG	mit Sicherungsvorrichtungen	1	1.2D		1															0	E0	P141														MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						FUZES, DETONATING	with protective features		FUSÉES-DÉTONATEURS	avec dispositifs de sécurité		50	0	D	1	409	1	a)	a)	0	
0410	1		ZÜNDER, SPRENGKRÄFTIG	mit Sicherungsvorrichtungen	1	1.4D		1.4															0	E0	P141														MP21																					2	E	V2								CV1	CV2	CV3			S1						FUZES, DETONATING	with protective features		FUSÉES-DÉTONATEURS	avec dispositifs de sécurité		3	0	D	1	410	0				
0411	1		PENTAERYTHRITTETRANITRAT	mit nicht weniger als 7 Masse-% Wachs	1	1.1D		1				131											0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITE TETRANITRATE	with not less than 7 % wax, by mass		TÉTRANITRATE DE PENTAÉRYTHRITE	avec au moins 7 % (masse) de cire		50	0	D	1	411	1	a)	a)	0	-
0411	2		PENTAERYTHRITOLTETRANITRAT	mit nicht weniger als 7 Masse-% Wachs	1	1.1D		1				131											0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITOL TETRANITRATE	with not less than 7 % wax, by mass		TÉTRANITRATE DE PENTAÉRYTHRITOL	avec au moins 7 % (masse) de cire		50	0	D	1	411	1	a)	a)	0	-
0411	3		PETN	mit nicht weniger als 7 Masse-% Wachs	1	1.1D		1				131											0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PETN	with not less than 7 % wax, by mass		PETN	avec au moins 7 % (masse) de cire		50	0	D	1	411	1	a)	a)	0	-
0411	4				1	1.1D		1				131											0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									PENTHRITE	avec au moins 7 % (masse) de cire	Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	411	1	a)	a)	0	-
0412	1		PATRONEN FÜR WAFFEN	mit Sprengladung	1	1.4E		1.4															0	E0	P130	LP101								PP67	L1				MP21																					2	E	V2								CV1	CV2	CV3			S1						CARTRIDGES FOR WEAPONS	with bursting charge		CARTOUCHES POUR ARMES	avec charge d'éclatement		3	0	E	1	412	0				
0413	1		PATRONEN FÜR WAFFEN, MANÖVER		1	1.2C		1															0	E0	P130	LP101													MP22																					1	B1000C	V2								CV1	CV2	CV3			S1						CARTRIDGES FOR WEAPONS, BLANK			CARTOUCHES À BLANC POUR ARMES			50	0	C	1	413	1	a)	a)	0	
0414	1		TREIBLADUNGEN FÜR GESCHÜTZE		1	1.2C		1															0	E0	P130	LP101													MP22																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, PROPELLING, FOR CANNON			CHARGES PROPULSIVES POUR CANON			50	0	C	1	414	1	a)	a)	0	
0415	1		TREIBSÄTZE		1	1.2C		1															0	E0	P143									PP76					MP22																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, PROPELLING			CHARGES PROPULSIVES			50	0	C	1	415	1	a)	a)	0	
0417	1		PATRONEN FÜR WAFFEN, MIT INERTEM GESCHOSS		1	1.3C		1															0	E0	P130	LP101													MP22																					1	C5000D	V2								CV1	CV2	CV3			S1						CARTRIDGES FOR WEAPONS, INERT PROJECTILE			CARTOUCHES À PROJECTILE INERTE POUR ARMES			50	0	C	1	417	1	a)	a)	0	
0417	2		PATRONEN FÜR HANDFEUERWAFFEN		1	1.3C		1															0	E0	P130	LP101													MP22																					1	C5000D	V2								CV1	CV2	CV3			S1						CARTRIDGES, SMALL ARMS			CARTOUCHES POUR ARMES DE PETIT CALIBRE			50	0	C	1	417	1	a)	a)	0	
0418	1		LEUCHTKÖRPER, BODEN		1	1.1G		1															0	E0	P135														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FLARES, SURFACE			DISPOSITIFS ÉCLAIRANTS DE SURFACE			50	0	G	1	418	1	a)	a)	0	
0419	1		LEUCHTKÖRPER, BODEN		1	1.2G		1															0	E0	P135														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FLARES, SURFACE			DISPOSITIFS ÉCLAIRANTS DE SURFACE			50	0	G	1	419	1	a)	a)	0	
0420	1		LEUCHTKÖRPER, LUFTFAHRZEUG		1	1.1G		1															0	E0	P135														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FLARES, AERIAL			DISPOSITIFS ÉCLAIRANTS AÉRIENS			50	0	G	1	420	1	a)	a)	0	
0421	1		LEUCHTKÖRPER, LUFTFAHRZEUG		1	1.2G		1															0	E0	P135														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FLARES, AERIAL			DISPOSITIFS ÉCLAIRANTS AÉRIENS			50	0	G	1	421	1	a)	a)	0	
0424	1		GESCHOSSE	inert, mit Leuchtspurmitteln	1	1.3G		1															0	E0	P130	LP101								PP67	L1				MP23																					1	C5000D	V2								CV1	CV2	CV3			S1						PROJECTILES	inert with tracer		PROJECTILES	inertes avec traceur		50	0	G	1	424	0				
0425	1		GESCHOSSE	inert, mit Leuchtspurmitteln	1	1.4G		1.4															0	E0	P130	LP101								PP67	L1				MP23																					2	E	V2								CV1	CV2	CV3			S1						PROJECTILES	inert with tracer		PROJECTILES	inertes avec traceur		3	0	G	1	425	0				
0426	1		GESCHOSSE	mit Zerleger oder Ausstoßladung	1	1.2F		1															0	E0	P130	LP101													MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						PROJECTILES	with burster or expelling charge		PROJECTILES	avec charge de dispersion ou charge d'expulsion		50	0	F	1	426	1	a)	a)	0	
0427	1		GESCHOSSE	mit Zerleger oder Ausstoßladung	1	1.4F		1.4															0	E0	P130	LP101													MP23																					2	E	V2								CV1	CV2	CV3			S1						PROJECTILES	with burster or expelling charge		PROJECTILES	avec charge de dispersion ou charge d'expulsion		3	0	F	1	427	0				
0428	1		PYROTECHNISCHE GEGENSTÄNDE	für technische Zwecke	1	1.1G		1															0	E0	P135														MP23	MP24																				1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, PYROTECHNIC	for technical purposes		OBJETS PYROTECHNIQUES	à usage technique		50	0	G	1	428	1	a)	a)	0	
0429	1		PYROTECHNISCHE GEGENSTÄNDE	für technische Zwecke	1	1.2G		1															0	E0	P135														MP23	MP24																				1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, PYROTECHNIC	for technical purposes		OBJETS PYROTECHNIQUES	à usage technique		50	0	G	1	429	1	a)	a)	0	
0430	1		PYROTECHNISCHE GEGENSTÄNDE	für technische Zwecke	1	1.3G		1															0	E0	P135														MP23	MP24																				1	C5000D	V2								CV1	CV2	CV3			S1						ARTICLES, PYROTECHNIC	for technical purposes		OBJETS PYROTECHNIQUES	à usage technique		50	0	G	1	430	0				
0431	1		PYROTECHNISCHE GEGENSTÄNDE	für technische Zwecke	1	1.4G		1.4															0	E0	P135														MP23	MP24																				2	E	V2								CV1	CV2	CV3			S1						ARTICLES, PYROTECHNIC	for technical purposes		OBJETS PYROTECHNIQUES	à usage technique		3	0	G	1	431	0				
0432	1		PYROTECHNISCHE GEGENSTÄNDE	für technische Zwecke	1	1.4S		1.4															0	E0	P135														MP23	MP24																				4	E									CV1	CV2	CV3			S1						ARTICLES, PYROTECHNIC	for technical purposes		OBJETS PYROTECHNIQUES	à usage technique		0	0	S	1	432	0				
0433	1		PULVERROHMASSE, ANGEFEUCHTET	mit nicht weniger als 17 Masse-% Alkohol	1	1.1C		1				266											0	E0	P111														MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						POWDER CAKE, WETTED	with not less than 17 % alcohol, by mass		GALETTE HUMIDIFIÉE	avec au moins 17 % (masse) d'alcool		50	0	C	1	433	1	a)	a)	0	
0433	2				1	1.1C		1				266											0	E0	P111														MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						POWDER PASTE, WETTED	with not less than 17 % alcohol, by mass				Kein deutsches oder französisches Pendant zur englischen Bezeichnung vorhanden.	50	0	C	1	433	1	a)	a)	0	
0434	1		GESCHOSSE	mit Zerleger oder Ausstoßladung	1	1.2G		1															0	E0	P130	LP101								PP67	L1				MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						PROJECTILES	with burster or expelling charge		PROJECTILES	avec charge de dispersion ou charge d'expulsion		50	0	G	1	434	1	a)	a)	0	
0435	1		GESCHOSSE	mit Zerleger oder Ausstoßladung	1	1.4G		1.4															0	E0	P130	LP101								PP67	L1				MP23																					2	E	V2								CV1	CV2	CV3			S1						PROJECTILES	with burster or expelling charge		PROJECTILES	avec charge de dispersion ou charge d'expulsion		3	0	G	1	435	0				
0436	1		RAKETEN	mit Ausstoßladung	1	1.2C		1															0	E0	P130	LP101								PP67	L1				MP22																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS	with expelling charge		ENGINS AUTOPROPULSÉS	avec charge d'expulsion		50	0	C	1	436	1	a)	a)	0	
0437	1		RAKETEN	mit Ausstoßladung	1	1.3C		1															0	E0	P130	LP101								PP67	L1				MP22																					1	C5000D	V2								CV1	CV2	CV3			S1						ROCKETS	with expelling charge		ENGINS AUTOPROPULSÉS	avec charge d'expulsion		50	0	C	1	437	1	a)	a)	0	
0438	1		RAKETEN	mit Ausstoßladung	1	1.4C		1.4															0	E0	P130	LP101								PP67	L1				MP22																					2	E	V2								CV1	CV2	CV3			S1						ROCKETS	with expelling charge		ENGINS AUTOPROPULSÉS	avec charge d'expulsion		3	0	C	1	438	0				
0439	1		HOHLLADUNGEN	ohne Zündmittel	1	1.2D		1															0	E0	P137									PP70					MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, SHAPED	without detonator		CHARGES CREUSES	sans détonateur		50	0	D	1	439	1	a)	a)	0	
0440	1		HOHLLADUNGEN	ohne Zündmittel	1	1.4D		1.4															0	E0	P137									PP70					MP21																					2	E	V2								CV1	CV2	CV3			S1						CHARGES, SHAPED	without detonator		CHARGES CREUSES	sans détonateur		3	0	D	1	440	1	a)	a)	0	
0441	1		HOHLLADUNGEN	ohne Zündmittel	1	1.4S		1.4				347											0	E0	P137									PP70					MP23																					4	E									CV1	CV2	CV3			S1						CHARGES, SHAPED	without detonator		CHARGES CREUSES	sans détonateur		0	0	S	1	441	1	a)	a)	0	
0442	1		SPRENGLADUNGEN, GEWERBLICHE	ohne Zündmittel	1	1.1D		1															0	E0	P137														MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, EXPLOSIVE, COMMERCIAL	without detonator		CHARGES EXPLOSIVES INDUSTRIELLES	sans détonateur		50	0	D	1	442	1	a)	a)	0	
0443	1		SPRENGLADUNGEN, GEWERBLICHE	ohne Zündmittel	1	1.2D		1															0	E0	P137														MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, EXPLOSIVE, COMMERCIAL	without detonator		CHARGES EXPLOSIVES INDUSTRIELLES	sans détonateur		50	0	D	1	443	1	a)	a)	0	
0444	1		SPRENGLADUNGEN, GEWERBLICHE	ohne Zündmittel	1	1.4D		1.4															0	E0	P137														MP21																					2	E	V2								CV1	CV2	CV3			S1						CHARGES, EXPLOSIVE, COMMERCIAL	without detonator		CHARGES EXPLOSIVES INDUSTRIELLES	sans détonateur		3	0	D	1	444	0				
0445	1		SPRENGLADUNGEN, GEWERBLICHE	ohne Zündmittel	1	1.4S		1.4				347											0	E0	P137														MP23																					4	E									CV1	CV2	CV3			S1						CHARGES, EXPLOSIVE, COMMERCIAL	without detonator		CHARGES EXPLOSIVES INDUSTRIELLES	sans détonateur		0	0	S	1	445	0				
0446	1		TREIBLADUNGSHÜLSEN, VERBRENNLICH, LEER, OHNE TREIBLADUNGSANZÜNDER		1	1.4C		1.4															0	E0	P136														MP22																					2	E	V2								CV1	CV2	CV3			S1						CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER			DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES			3	0	C	1	446	0				
0447	1		TREIBLADUNGSHÜLSEN, VERBRENNLICH, LEER, OHNE TREIBLADUNGSANZÜNDER		1	1.3C		1															0	E0	P136														MP22																					1	C5000D	V2								CV1	CV2	CV3			S1						CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER			DOUILLES COMBUSTIBLES VIDES ET NON AMORCÉES			50	0	C	1	447	1	a)	a)	0	
0448	1	5-	MERCAPTOTETRAZOL-1-ESSIGSÄURE		1	1.4C		1.4															0	E0	P114b														MP20																					2	E	V2								CV1	CV2	CV3			S1					5-	MERCAPTOTETRAZOL-1-ACETIC ACID			ACIDE MERCAPTO-5 TÉTRAZOL-1 ACÉTIQUE			3	0	C	1	448	0				
0449	1		TORPEDOS, MIT FLÜSSIGTREIBSTOFF	mit oder ohne Sprengladung	1	1.1J		1															0	E0	P101														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						TORPEDOES, LIQUID FUELLED	with or without bursting charge		TORPILLES À COMBUSTIBLE LIQUIDE	avec ou sans charge d'éclatement		50	0	J	1	449	1	a)	a)	0	
0450	1		TORPEDOS, MIT FLÜSSIGTREIBSTOFF	mit inertem Kopf	1	1.3J		1															0	E0	P101														MP23																					1	C	V2								CV1	CV2	CV3			S1						TORPEDOES, LIQUID FUELLED	with inert head		TORPILLES À COMBUSTIBLE LIQUIDE	avec tête inerte		50	0	J	1	450	0				
0451	1		TORPEDOS	mit Sprengladung	1	1.1D		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						TORPEDOES	with bursting charge		TORPILLES	avec charge d'éclatement		50	0	D	1	451	1	a)	a)	0	
0452	1		GRANATEN, ÜBUNG	Hand oder Gewehr	1	1.4G		1.4															0	E0	P141														MP23																					2	E	V2								CV1	CV2	CV3			S1						GRENADES, PRACTICE	hand or rifle		GRENADES D'EXERCICE	à main ou à fusil		3	0	G	1	452	0				
0453	1		RAKETEN, LEINENWURF		1	1.4G		1.4															0	E0	P130	LP101													MP23																					2	E	V2								CV1	CV2	CV3			S1						ROCKETS, LINE-THROWING			ROQUETTES LANCE-AMARRES			3	0	G	1	453	0				
0454	1		ANZÜNDER		1	1.4S		1.4															0	E0	P142														MP23																					4	E									CV1	CV2	CV3			S1						IGNITERS			INFLAMMATEURS			0	0	S	1	454	0				
0454	2				1	1.4S		1.4															0	E0	P142														MP23																					4	E									CV1	CV2	CV3			S1									ALLUMEURS		Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	0	0	S	1	454	0				
0455	1		SPRENGKAPSELN, NICHT ELEKTRISCH		1	1.4S		1.4				347											0	E0	P131									PP68					MP23																					4	E									CV1	CV2	CV3			S1						DETONATORS, NON-ELECTRIC	for blasting		DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES			0	0	S	1	455	1	a)	a)	0	
0456	1		SPRENGKAPSELN, ELEKTRISCH		1	1.4S		1.4				347											0	E0	P131														MP23																					4	E									CV1	CV2	CV3			S1						DETONATORS, ELECTRIC	for blasting		DÉTONATEURS de mine (de sautage) ÉLECTRIQUES			0	0	S	1	456	1	a)	a)	0	
0457	1		SPRENGLADUNGEN, KUNSTSTOFFGEBUNDEN		1	1.1D		1															0	E0	P130	LP101													MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, BURSTING, PLASTICS BONDED			CHARGES D'ÉCLATEMENT À LIANT PLASTIQUE			50	0	D	1	457	1	a)	a)	0	
0458	1		SPRENGLADUNGEN, KUNSTSTOFFGEBUNDEN		1	1.2D		1															0	E0	P130	LP101													MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						CHARGES, BURSTING, PLASTICS BONDED			CHARGES D'ÉCLATEMENT À LIANT PLASTIQUE			50	0	D	1	458	1	a)	a)	0	
0459	1		SPRENGLADUNGEN, KUNSTSTOFFGEBUNDEN		1	1.4D		1.4															0	E0	P130	LP101													MP21																					2	E	V2								CV1	CV2	CV3			S1						CHARGES, BURSTING, PLASTICS BONDED			CHARGES D'ÉCLATEMENT À LIANT PLASTIQUE			3	0	D	1	459	0				
0460	1		SPRENGLADUNGEN, KUNSTSTOFFGEBUNDEN		1	1.4S		1.4				347											0	E0	P130	LP101													MP23																					4	E									CV1	CV2	CV3			S1						CHARGES, BURSTING, PLASTICS BONDED			CHARGES D'ÉCLATEMENT À LIANT PLASTIQUE			0	0	S	1	460	0				
0461	1		BESTANDTEILE, ZÜNDKETTE, N.A.G.		1	1.1B		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						COMPONENTS, EXPLOSIVE TRAIN, N.O.S.			COMPOSANTS DE CHAÎNE PYROTECHNIQUE, N.S.A.			50	1	B	1	461	1	a)	a)	0	
0462	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.1C		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	C	1	462	1	a)	a)	0	
0463	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.1D		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	D	1	463	1	a)	a)	0	
0464	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.1E		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	E	1	464	1	a)	a)	0	
0465	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.1F		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	F	1	465	1	a)	a)	0	
0466	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.2C		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	C	1	466	1	a)	a)	0	
0467	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.2D		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	D	1	467	1	a)	a)	0	
0468	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.2E		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	E	1	468	1	a)	a)	0	
0469	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.2F		1				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	F	1	469	1	a)	a)	0	
0470	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.3C		1				178	274										0	E0	P101														MP2																					1	C5000D	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			50	1	C	1	470	1	a)	a)	0	
0471	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.4E		1.4				178	274										0	E0	P101														MP2																					2	E	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			3	1	E	1	471	0				
0472	1		GEGENSTÄNDE MIT EXPLOSIVSTOFF, N.A.G.		1	1.4F		1.4				178	274										0	E0	P101														MP2																					2	E	V2								CV1	CV2	CV3			S1						ARTICLES, EXPLOSIVE, N.O.S.			OBJETS EXPLOSIFS, N.S.A.			3	1	F	1	472	0				
0473	1		EXPLOSIVE STOFFE, N.A.G.		1	1.1A		1				178	274										0	E0	P101														MP2																					0	B	V2								CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.				1	A	1	473	1	a)	a)	0	
0474	1		EXPLOSIVE STOFFE, N.A.G.		1	1.1C		1				178	274										0	E0	P101														MP2																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			50	1	C	1	474	1	a)	a)	0	
0475	1		EXPLOSIVE STOFFE, N.A.G.		1	1.1D		1				178	274										0	E0	P101														MP2																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			50	1	D	1	475	1	a)	a)	0	
0476	1		EXPLOSIVE STOFFE, N.A.G.		1	1.1G		1				178	274										0	E0	P101														MP2																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			50	1	G	1	476	1	a)	a)	0	
0477	1		EXPLOSIVE STOFFE, N.A.G.		1	1.3C		1				178	274										0	E0	P101														MP2																					1	C5000D	V2	V3							CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			50	1	C	1	477	1	a)	a)	0	
0478	1		EXPLOSIVE STOFFE, N.A.G.		1	1.3G		1				178	274										0	E0	P101														MP2																					1	C5000D	V2	V3							CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			50	1	G	1	478	0				
0479	1		EXPLOSIVE STOFFE, N.A.G.		1	1.4C		1.4				178	274										0	E0	P101														MP2																					2	E	V2								CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			3	1	C	1	479	0				
0480	1		EXPLOSIVE STOFFE, N.A.G.		1	1.4D		1.4				178	274										0	E0	P101														MP2																					2	E	V2								CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			3	1	D	1	480	0				
0481	1		EXPLOSIVE STOFFE, N.A.G.		1	1.4S		1.4				178	274	347									0	E0	P101														MP2																					4	E									CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, N.O.S.			MATIÈRES EXPLOSIVES, N.S.A.			0	1	S	1	481	0				
0482	1		EXPLOSIVE STOFFE, SEHR UNEMPFINDLICH, N.A.G.		1	1.5D		1.5				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						SUBSTANCES, EXPLOSIVE, VERY INSENSITIVE, N.O.S.			MATIÈRES EXPLOSIVES TRÈS PEU SENSIBLES, N.S.A.			20	1	D	1	482	1	a)	a)	0	
0482	2		STOFFE, EVI, N.A.G.		1	1.5D		1.5				178	274										0	E0	P101														MP2																					1	B1000C	V2								CV1	CV2	CV3			S1						SUBSTANCES, EVI, N.O.S.			MATIÈRES ETPS, N.S.A.			20	1	D	1	482	1	a)	a)	0	
